Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Alexis Saelemaekers,be BEL,FW,Milan,it Serie A,23,1999,7,3,247,2.7,0,1,0,0,0,1,0,0.00,0.36,0.36,0.00,0.36,0.6,0.6,0.2,0.8,0.21,0.07,0.28,0.21,0.28,Matches,8,2,25.0,2.91,0.73,0.00,0.00,20.0,0,0.07,-0.6,-0.6,82,112,73.2,1189,386,51,61,83.6,24,37,64.9,4,7,57.1,+0.8,3,4,5,1,10,109,3,0,19,1,5,0,0,0,0,87,12,13,24,76,7,3,0,0,0,5,4,7,2.55,6,0,0,0,0,1,0.36,1,0,0,0,0,0,4,2,1,2,1,2,50.0,2,13,33.3,6,18,15,0,2,8,1,0,147,4,12,42.9,4,1,107,4,6,8,121,106,87.6,19,35,30.5,51,0,4,24,1,2.00,1,1,0,0.00,-1.44,3.6,2.9,+0.7,+0.25,-0.99,0,9,0,1,0,24,2,1,66.7,Big-5-European-Leagues,Big5,2022-2023
Wesley SaÃ¯d,fr FRA,"FW,MF",Lens,fr Ligue 1,27,1995,7,1,161,1.8,2,0,2,0,0,1,0,1.12,0.00,1.12,1.12,1.12,0.5,0.5,0.0,0.5,0.27,0.01,0.28,0.27,0.28,Matches,6,3,50.0,3.35,1.68,0.33,0.67,14.1,0,0.08,+1.5,+1.5,47,56,83.9,727,126,26,29,89.7,14,16,87.5,4,7,57.1,0.0,1,3,1,0,5,56,0,0,5,1,1,0,0,0,0,45,4,7,17,39,0,0,0,1,2,2,1,4,2.24,1,0,2,0,0,2,1.12,0,0,2,0,0,0,2,1,0,1,1,0,,0,7,25.0,6,18,4,0,3,2,0,0,72,0,10,100.0,3,0,63,1,1,4,88,61,69.3,15,23,17.9,43,0,6,20,0,2.29,4,3,+1,+0.56,-0.42,3.4,2.9,+0.5,+0.29,-0.53,0,8,0,0,0,6,0,5,0.0,Big-5-European-Leagues,Big5,2022-2023
Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,eng Premier League,25,1997,5,4,355,3.9,1,2,1,0,0,1,0,0.25,0.51,0.76,0.25,0.76,1.0,1.0,1.0,1.9,0.24,0.25,0.49,0.24,0.49,Matches,12,5,41.7,3.04,1.27,0.08,0.20,17.9,0,0.08,0.0,0.0,90,136,66.2,1636,548,39,58,67.2,39,54,72.2,9,15,60.0,+1.0,7,6,13,2,25,135,1,0,17,3,13,0,0,0,0,103,13,20,17,116,1,1,1,1,1,13,6,22,5.58,15,0,5,2,0,5,1.27,3,0,1,0,1,0,0,0,0,0,0,0,0.0,2,10,31.3,6,13,13,0,0,3,0,0,186,0,26,65.2,16,1,174,11,7,14,172,147,85.5,28,71,43.8,86,1,1,13,0,1.80,8,4,+4,+1.01,+0.22,6.7,4.7,+2.0,+0.50,-0.64,0,3,0,0,0,31,0,0,,Big-5-European-Leagues,Big5,2022-2023
ThÃ©o Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,23,1998,5,5,355,3.9,1,1,1,0,0,0,0,0.25,0.25,0.51,0.25,0.51,0.3,0.3,0.3,0.7,0.08,0.08,0.17,0.08,0.17,Matches,3,2,66.7,0.76,0.51,0.33,0.50,20.0,0,0.11,+0.7,+0.7,174,199,87.4,2640,927,93,100,93.0,67,74,90.5,9,17,52.9,+0.7,6,10,4,2,11,157,42,0,14,2,6,0,0,0,0,125,41,33,133,21,3,39,1,1,2,5,4,8,2.03,8,0,0,0,0,1,0.25,1,0,0,0,0,0,11,9,5,5,1,5,62.5,3,16,33.3,21,17,10,0,4,13,6,0,235,13,8,45.5,7,4,140,0,3,2,169,148,87.6,12,71,39.4,71,3,0,,0,1.80,12,9,+3,+0.76,+1.26,5.2,6.7,-1.5,-0.38,-0.13,0,9,0,0,0,19,2,6,25.0,Big-5-European-Leagues,Big5,2022-2023
Samuel SÃ¡iz,es ESP,"FW,MF",Girona,es La Liga,31,1991,6,1,193,2.1,1,0,0,1,1,1,0,0.47,0.00,0.47,0.00,0.00,0.8,0.1,0.2,0.3,0.39,0.10,0.49,0.02,0.13,Matches,1,0,0.0,0.47,0.00,0.00,,32.0,0,0.05,+0.2,-0.1,88,113,77.9,1544,365,43,49,87.8,29,36,80.6,12,19,63.2,-0.2,3,8,4,1,9,110,3,0,25,2,3,1,0,1,0,85,11,17,2,109,0,1,0,4,1,3,4,4,1.87,4,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,0,2,0,2,66.7,1,5,33.3,7,4,4,0,3,2,1,1,136,1,4,50.0,2,0,117,0,8,5,131,118,90.1,17,32,26.8,60,0,5,27,0,1.17,3,4,-1,-0.47,-0.12,2.5,3.4,-0.8,-0.39,-0.20,0,2,0,0,0,10,1,4,20.0,Big-5-European-Leagues,Big5,2022-2023
Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21,2001,9,9,795,8.8,3,4,2,1,1,1,0,0.34,0.45,0.79,0.23,0.68,3.7,2.9,1.2,4.1,0.42,0.14,0.55,0.33,0.47,Matches,23,7,30.4,2.60,0.79,0.09,0.29,15.3,0,0.13,-0.7,-0.9,273,343,79.6,4230,1111,179,205,87.3,62,78,79.5,28,45,62.2,+2.8,19,14,16,2,27,314,29,1,64,15,17,21,19,0,1,255,35,53,273,53,9,4,0,0,5,14,12,36,4.08,23,5,1,1,2,9,1.02,7,2,0,0,0,0,15,13,4,1,10,1,20.0,4,29,30.9,21,30,43,0,10,23,3,0,450,4,65,66.7,17,1,335,19,9,19,419,326,77.8,58,88,98.1,88,4,0,,0,2.67,23,10,+13,+1.47,+1.47,17.2,7.5,+9.6,+1.09,-2.26,0,12,0,0,0,45,6,10,37.5,Big-5-European-Leagues,Big5,2022-2023
Hamza Sakhi,ma MAR,MF,Auxerre,fr Ligue 1,26,1996,10,9,778,8.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.9,2.5,0.07,0.22,0.29,0.07,0.29,Matches,12,2,16.7,1.39,0.23,0.00,0.00,23.0,1,0.05,-0.6,-0.6,344,427,80.6,7233,1798,137,153,89.5,126,151,83.4,71,106,67.0,-1.9,15,38,8,3,33,407,20,1,51,33,19,10,0,8,0,280,34,113,27,387,9,0,1,3,4,11,5,23,2.66,17,4,0,0,0,0,0.00,0,0,0,0,0,0,28,17,16,7,5,11,52.4,10,39,24.4,47,80,33,0,5,36,5,0,515,15,20,44.4,5,0,365,1,6,9,423,384,90.8,37,78,86.4,83,5,1,28,0,0.80,7,21,-14,-1.62,-3.09,7.8,14.1,-6.3,-0.73,-0.24,0,8,0,0,0,55,5,4,55.6,Big-5-European-Leagues,Big5,2022-2023
Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,32,1990,6,4,382,4.2,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.4,0.4,0.0,0.4,0.09,0.00,0.09,0.09,0.09,Matches,2,1,50.0,0.47,0.24,0.50,1.00,7.0,0,0.19,+0.6,+0.6,227,256,88.7,4509,1486,80,84,95.2,117,127,92.1,28,42,66.7,0.0,0,6,1,0,8,244,12,0,23,4,0,0,0,0,0,217,14,25,206,35,6,0,1,1,1,5,0,2,0.47,1,0,0,0,1,0,0.00,0,0,0,0,0,0,5,3,1,4,0,1,50.0,1,3,27.3,7,4,0,0,1,9,23,0,296,27,2,,0,0,190,0,0,0,216,214,99.1,2,64,42.4,72,0,2,48,1,1.00,8,8,0,0.00,0.00,4.3,6.6,-2.3,-0.55,-0.44,0,2,0,1,0,30,17,10,63.0,Big-5-European-Leagues,Big5,2022-2023
Jacopo Sala,it ITA,MF,Spezia,it Serie A,30,1991,6,1,112,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,39,50,78.0,719,215,19,20,95.0,15,18,83.3,5,8,62.5,0.0,1,3,2,1,4,42,8,0,7,0,3,0,0,0,0,32,9,9,4,41,2,2,0,0,1,1,5,2,1.61,0,1,0,1,0,0,0.00,0,0,0,0,0,0,2,2,2,0,0,1,33.3,2,5,26.3,5,8,6,0,2,3,1,0,59,4,2,,0,0,32,0,0,0,39,34,87.2,3,19,13.8,66,0,5,9,0,0.83,0,4,-4,-3.21,-2.44,0.0,3.9,-3.9,-3.13,-2.43,0,4,0,0,0,7,2,1,66.7,Big-5-European-Leagues,Big5,2022-2023
Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,30,1992,8,8,698,7.8,2,3,2,0,0,0,0,0.26,0.39,0.64,0.26,0.64,3.3,3.3,1.8,5.1,0.42,0.23,0.65,0.42,0.65,Matches,23,7,30.4,2.97,0.90,0.09,0.29,14.4,0,0.14,-1.3,-1.3,175,225,77.8,2695,829,89,103,86.4,65,81,80.2,12,19,63.2,+1.2,23,3,22,7,30,220,5,0,37,4,19,0,0,0,0,168,31,26,166,48,5,3,1,2,4,8,12,30,3.87,24,0,3,0,0,4,0.52,3,0,0,1,0,0,4,0,1,1,2,2,28.6,5,17,26.6,10,16,38,0,5,5,1,0,327,1,74,57.1,16,2,255,18,18,29,420,253,60.2,74,87,96.9,87,7,0,,0,1.25,20,11,+9,+1.16,+5.25,14.6,10.1,+4.5,+0.58,+3.70,0,6,0,0,0,53,3,15,16.7,Big-5-European-Leagues,Big5,2022-2023
Amine Salama,fr FRA,"FW,MF",Angers,fr Ligue 1,22,2000,8,1,238,2.6,1,1,1,0,0,0,0,0.38,0.38,0.76,0.38,0.76,1.2,1.2,0.4,1.7,0.47,0.16,0.63,0.47,0.63,Matches,7,2,28.6,2.65,0.76,0.14,0.50,13.8,0,0.18,-0.2,-0.2,48,64,75.0,697,174,28,35,80.0,19,24,79.2,1,2,50.0,+0.6,4,1,2,0,5,64,0,0,18,1,3,0,0,0,0,50,6,8,13,46,2,0,1,0,0,4,3,9,3.40,6,0,2,0,1,3,1.13,2,0,1,0,0,0,3,1,0,2,1,1,20.0,4,9,26.5,7,14,13,0,2,4,1,0,98,2,16,71.4,6,1,71,1,11,3,105,77,73.3,24,30,26.4,63,0,7,25,2,0.25,5,5,0,0.00,+1.77,6.1,3.7,+2.4,+0.90,+1.14,0,1,0,0,0,9,3,7,30.0,Big-5-European-Leagues,Big5,2022-2023
William Saliba,fr FRA,DF,Arsenal,eng Premier League,21,2001,9,9,810,9.0,2,1,2,0,0,3,0,0.22,0.11,0.33,0.22,0.33,0.3,0.3,0.9,1.1,0.03,0.10,0.13,0.03,0.13,Matches,3,2,66.7,0.33,0.22,0.67,1.00,12.9,0,0.09,+1.7,+1.7,523,565,92.6,10565,3206,173,181,95.6,268,286,93.7,79,92,85.9,+0.1,2,22,2,0,16,554,11,0,50,10,0,0,0,0,0,476,36,53,37,488,26,0,1,0,7,4,2,6,0.67,6,0,0,0,0,2,0.22,2,0,0,0,0,0,10,8,6,3,1,3,75.0,1,22,43.1,22,23,6,1,9,31,27,0,630,60,7,66.7,2,1,434,0,0,3,433,431,99.5,0,90,100.0,90,9,0,,0,2.67,23,10,+13,+1.44,,17.9,7.7,+10.2,+1.13,,0,9,0,0,1,111,16,10,61.5,Big-5-European-Leagues,Big5,2022-2023
Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,23,1999,8,8,720,8.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.04,0.01,0.04,0.04,0.04,Matches,4,0,0.0,0.50,0.00,0.00,,7.6,0,0.07,-0.3,-0.3,289,389,74.3,6186,2276,73,84,86.9,171,204,83.8,41,96,42.7,-0.1,1,20,3,2,16,346,43,0,41,7,9,0,0,0,0,236,18,135,288,30,34,30,1,0,8,9,2,6,0.75,3,2,1,0,0,1,0.12,0,1,0,0,0,0,23,15,16,6,1,10,71.4,4,31,37.8,47,35,0,0,14,40,53,0,503,73,4,100.0,7,1,254,0,0,3,258,249,96.5,0,90,88.9,90,8,0,,1,0.88,7,15,-8,-1.00,0.00,6.2,9.9,-3.7,-0.46,-1.08,0,10,0,0,1,93,18,7,72.0,Big-5-European-Leagues,Big5,2022-2023
Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,25,1997,5,5,318,3.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.2,1.3,0.31,0.06,0.38,0.31,0.38,Matches,14,3,21.4,3.96,0.85,0.00,0.00,17.5,0,0.08,-1.1,-1.1,65,89,73.0,998,199,37,41,90.2,18,31,58.1,6,9,66.7,-0.2,4,4,2,1,4,86,3,0,28,3,6,0,0,0,0,49,18,22,19,51,9,0,0,1,0,3,3,9,2.55,5,0,0,3,0,0,0.00,0,0,0,0,0,0,5,5,3,1,1,2,40.0,3,15,27.8,5,26,23,0,2,8,2,0,135,1,17,50.0,2,0,75,3,8,2,146,92,63.0,22,64,39.3,64,1,0,,0,2.40,6,3,+3,+0.85,+0.30,6.7,3.4,+3.3,+0.94,+1.05,0,10,1,0,0,23,13,15,46.4,Big-5-European-Leagues,Big5,2022-2023
Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,29,1992,9,9,710,7.9,1,0,1,0,0,2,1,0.13,0.00,0.13,0.13,0.13,0.7,0.7,0.0,0.7,0.09,0.00,0.09,0.09,0.09,Matches,4,2,50.0,0.51,0.25,0.25,0.50,13.9,0,0.17,+0.3,+0.3,317,372,85.2,5993,2593,123,131,93.9,159,180,88.3,32,56,57.1,0.0,1,28,1,0,26,360,12,0,31,13,1,0,0,0,0,288,22,62,59,279,21,4,3,0,4,13,1,3,0.38,2,0,0,1,0,1,0.13,0,0,0,0,1,0,16,10,6,8,2,4,40.0,6,24,34.8,38,26,5,0,10,31,31,0,454,57,6,20.0,1,0,287,0,2,4,292,286,97.9,1,79,78.9,79,6,0,,0,1.22,17,18,-1,-0.13,+0.82,11.9,12.3,-0.4,-0.05,+0.28,0,10,1,0,0,69,12,12,50.0,Big-5-European-Leagues,Big5,2022-2023
Salvi,es ESP,"FW,MF",Rayo Vallecano,es La Liga,31,1991,6,3,200,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.06,0.16,0.22,0.06,0.22,Matches,2,2,100.0,0.90,0.90,0.00,0.00,16.8,0,0.06,-0.1,-0.1,37,66,56.1,613,140,21,28,75.0,14,21,66.7,2,7,28.6,-0.4,1,0,4,0,6,63,3,1,15,3,10,0,0,0,0,40,13,13,7,50,5,2,0,0,0,4,9,3,1.35,3,0,0,0,0,0,0.00,0,0,0,0,0,0,7,5,1,3,3,2,66.7,1,9,40.9,3,13,6,0,3,8,2,0,92,3,6,33.3,1,0,56,2,4,3,73,58,79.5,14,33,24.7,49,0,3,18,1,1.17,2,4,-2,-0.90,-0.90,2.2,4.1,-1.9,-0.85,-0.61,0,3,0,0,0,14,2,6,25.0,Big-5-European-Leagues,Big5,2022-2023
Lazar Samardzic,de GER,MF,Udinese,it Serie A,20,2002,8,1,240,2.7,2,1,2,0,0,0,0,0.75,0.37,1.13,0.75,1.13,0.4,0.4,0.5,0.9,0.15,0.21,0.35,0.15,0.35,Matches,8,4,50.0,3.00,1.50,0.25,0.50,22.4,1,0.05,+1.6,+1.6,111,126,88.1,2277,605,43,45,95.6,39,40,97.5,24,36,66.7,+0.5,7,7,7,1,12,112,14,0,19,12,4,10,5,1,0,79,10,37,114,7,4,0,0,0,3,1,0,16,6.00,9,4,1,1,0,3,1.13,2,1,0,0,0,0,4,3,2,2,0,2,28.6,5,18,36.0,9,28,13,0,3,5,2,0,153,2,11,57.1,5,0,102,3,3,1,124,108,87.1,14,30,29.6,63,0,7,25,1,2.38,11,0,+11,+4.12,+4.44,5.6,1.6,+4.0,+1.50,+1.65,0,2,0,0,0,17,1,4,20.0,Big-5-European-Leagues,Big5,2022-2023
Diadie SamassÃ©kou,ml MLI,MF,Hoffenheim,de Bundesliga,26,1996,2,1,34,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,17,20,85.0,277,61,7,9,77.8,10,10,100.0,0,1,0.0,0.0,0,1,0,0,1,20,0,0,3,0,0,0,0,0,0,14,2,4,4,13,2,0,1,0,2,1,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2,33.3,1,5,0,0,1,1,0,0,23,1,0,100.0,1,0,14,0,0,0,14,12,85.7,0,17,3.8,23,0,1,11,4,1.50,0,0,0,0.00,-0.73,0.6,0.1,+0.5,+1.25,+0.66,0,4,0,0,0,7,0,1,0.0,Big-5-European-Leagues,Big5,2022-2023
Mama Samba BaldÃ©,gw GNB,FW,Troyes,fr Ligue 1,26,1995,10,9,775,8.6,5,2,5,0,0,1,0,0.58,0.23,0.81,0.58,0.81,3.6,3.6,0.5,4.1,0.42,0.06,0.48,0.42,0.48,Matches,27,11,40.7,3.14,1.28,0.19,0.45,16.8,0,0.13,+1.4,+1.4,112,158,70.9,1831,255,57,78,73.1,42,53,79.2,9,14,64.3,+1.5,5,7,2,0,10,135,23,1,37,5,1,0,0,0,0,123,19,16,28,114,5,0,4,0,4,3,13,18,2.09,9,0,5,1,1,5,0.58,2,0,1,0,1,1,16,10,6,6,4,4,40.0,6,52,32.9,20,72,66,0,5,23,1,0,276,3,43,52.0,14,2,175,7,26,15,282,177,62.8,59,78,86.1,83,5,1,32,0,1.10,16,20,-4,-0.46,-1.18,12.6,13.8,-1.3,-0.15,-0.29,0,10,1,0,0,36,9,18,33.3,Big-5-European-Leagues,Big5,2022-2023
Brice Samba,cg CGO,GK,Lens,fr Ligue 1,28,1994,10,10,900,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,263,335,78.5,7422,4357,55,55,100.0,113,113,100.0,90,161,55.9,0.0,0,5,1,0,1,278,57,1,34,16,0,0,0,0,0,197,5,133,217,68,1,0,37,0,5,6,2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,357,289,0,100.0,1,0,208,0,0,0,214,214,100.0,0,90,100.0,90,10,0,,0,2.10,17,8,+9,+0.90,,18.6,11.4,+7.2,+0.72,,0,0,0,0,0,41,0,0,,Big-5-European-Leagues,Big5,2022-2023
Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,22,1999,6,2,198,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,129,138,93.5,2555,498,46,46,100.0,58,61,95.1,22,26,84.6,0.0,1,16,0,0,8,134,4,0,12,4,0,0,0,0,0,116,6,16,36,94,4,0,1,0,1,2,2,3,1.36,2,0,0,1,0,0,0.00,0,0,0,0,0,0,1,0,0,0,1,0,0.0,2,4,23.5,2,12,3,0,1,5,4,0,154,6,0,100.0,1,0,116,0,1,1,117,113,96.6,0,33,24.4,82,1,4,9,3,2.50,3,3,0,0.00,-1.91,4.3,1.3,+3.0,+1.36,+0.30,0,1,0,0,0,27,4,2,66.7,Big-5-European-Leagues,Big5,2022-2023
Junior Sambia,fr FRA,"DF,MF",Salernitana,it Serie A,26,1996,4,0,44,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,21,25,84.0,411,86,8,10,80.0,9,10,90.0,4,5,80.0,0.0,0,0,2,0,3,25,0,0,4,2,1,0,0,0,0,20,1,4,6,16,1,0,0,0,1,1,0,1,2.05,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,1,100.0,0,0,0.0,4,4,0,0,2,2,0,0,29,4,1,,0,0,21,1,0,1,25,22,88.0,2,11,5.4,,0,4,11,5,1.75,1,0,+1,+2.05,+2.40,0.2,0.7,-0.4,-0.89,-0.33,0,3,0,0,0,2,2,2,50.0,Big-5-European-Leagues,Big5,2022-2023
Samuel,br BRA,"FW,MF",Valencia,es La Liga,22,1999,8,8,703,7.8,1,0,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,1.9,1.9,0.8,2.7,0.24,0.11,0.34,0.24,0.34,Matches,26,10,38.5,3.33,1.28,0.04,0.10,17.1,0,0.07,-0.9,-0.9,200,261,76.6,3040,594,116,135,85.9,69,84,82.1,11,21,52.4,-0.8,11,8,5,1,18,256,5,0,63,2,17,0,0,0,0,209,26,26,47,197,7,5,0,0,4,15,10,33,4.22,21,0,6,3,1,3,0.38,2,0,0,1,0,0,13,8,6,6,1,3,25.0,9,39,34.2,31,49,34,0,7,17,4,0,369,3,58,66.7,21,0,287,19,20,15,338,285,84.3,53,88,97.6,88,7,0,,0,1.63,14,8,+6,+0.77,+0.77,11.5,7.4,+4.1,+0.52,+0.35,0,11,1,0,0,48,9,14,39.1,Big-5-European-Leagues,Big5,2022-2023
Fede San Emeterio,es ESP,MF,CÃ¡diz,es La Liga,25,1997,7,5,359,4.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.03,0.02,0.03,Matches,2,0,0.0,0.50,0.00,0.00,,18.5,0,0.05,-0.1,-0.1,107,131,81.7,2235,562,32,38,84.2,57,66,86.4,17,22,77.3,0.0,1,5,0,0,6,127,4,0,10,3,0,0,0,0,0,92,10,29,9,106,13,0,0,2,1,3,3,1,0.25,1,0,0,0,0,0,0.00,0,0,0,0,0,0,5,1,3,2,0,1,11.1,8,21,24.7,36,39,10,0,6,9,3,0,157,12,2,100.0,1,0,89,0,2,1,104,98,94.2,2,51,49.9,61,0,2,28,0,0.71,1,8,-7,-1.75,-0.26,1.9,6.3,-4.4,-1.10,+0.07,0,13,0,0,0,34,3,5,37.5,Big-5-European-Leagues,Big5,2022-2023
Antonio Sanabria,py PAR,FW,Torino,it Serie A,26,1996,9,7,601,6.7,2,1,2,0,0,2,0,0.30,0.15,0.45,0.30,0.45,2.1,2.1,1.3,3.4,0.32,0.19,0.51,0.32,0.51,Matches,16,5,31.3,2.40,0.75,0.13,0.40,12.1,0,0.13,-0.1,-0.1,126,161,78.3,1817,307,75,89,84.3,39,50,78.0,5,7,71.4,-0.3,8,10,6,0,13,147,14,1,49,1,0,0,0,0,0,116,23,22,28,105,5,0,5,0,2,5,2,18,2.70,17,0,0,0,1,1,0.15,1,0,0,0,0,0,3,3,0,1,2,0,0.0,2,33,35.5,4,25,64,0,3,6,3,0,233,6,31,42.9,3,0,126,0,21,7,297,165,55.6,40,67,74.2,80,2,2,22,0,1.22,5,10,-5,-0.75,-1.61,9.8,7.9,+2.0,+0.29,+0.12,0,10,0,0,0,33,26,38,40.6,Big-5-European-Leagues,Big5,2022-2023
Leandro Sanca,pt POR,"FW,DF",Spezia,it Serie A,22,2000,3,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,7,8,87.5,138,35,3,3,100.0,2,2,100.0,1,2,50.0,0.0,0,0,1,0,2,8,0,0,1,1,2,0,0,0,0,6,0,2,3,5,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,0,,0,2,20.0,2,5,3,0,0,2,0,0,11,0,0,80.0,4,1,13,0,2,0,11,7,63.6,2,8,3.1,,0,3,8,5,0.33,0,2,-2,-7.20,-6.28,0.2,0.6,-0.4,-1.46,-0.43,0,0,0,0,0,2,0,2,0.0,Big-5-European-Leagues,Big5,2022-2023
Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22,2000,8,8,538,6.0,3,0,2,1,1,1,0,0.50,0.00,0.50,0.33,0.33,1.3,0.5,0.4,0.9,0.22,0.06,0.28,0.08,0.14,Matches,7,2,28.6,1.17,0.33,0.29,1.00,19.0,0,0.07,+1.7,+1.5,200,233,85.8,3129,747,106,117,90.6,70,82,85.4,18,24,75.0,-0.4,9,19,6,1,21,229,4,0,40,1,2,0,0,0,0,197,25,11,17,206,3,0,4,5,5,10,3,15,2.51,15,0,0,0,0,0,0.00,0,0,0,0,0,0,5,3,1,3,1,1,10.0,9,18,25.4,17,40,14,0,6,11,4,0,310,4,15,63.6,7,0,232,1,10,16,254,233,91.7,33,67,74.7,67,0,0,,0,2.13,14,3,+11,+1.84,+1.35,10.4,4.3,+6.1,+1.01,-0.36,0,14,0,0,0,47,4,7,36.4,Big-5-European-Leagues,Big5,2022-2023
Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,25,1997,6,1,192,2.1,1,0,1,0,0,0,0,0.47,0.00,0.47,0.47,0.47,0.9,0.9,0.1,0.9,0.41,0.03,0.44,0.41,0.44,Matches,4,1,25.0,1.87,0.47,0.25,1.00,13.8,0,0.22,+0.1,+0.1,166,174,95.4,2725,485,89,95,93.7,64,65,98.5,10,10,100.0,-0.1,1,15,1,0,12,174,0,0,13,4,2,0,0,0,0,159,6,9,18,151,3,0,1,0,0,2,1,5,2.34,4,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,0,2,0,0,0.0,5,6,19.4,9,15,7,0,0,4,0,0,185,0,8,100.0,2,0,161,1,1,1,167,162,97.0,12,32,21.3,62,0,5,26,0,2.67,7,2,+5,+2.34,+0.06,6.2,1.2,+5.0,+2.34,+0.91,0,5,0,0,0,17,1,1,50.0,Big-5-European-Leagues,Big5,2022-2023
