Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Marvin Friedrich,de GER,DF,Union Berlin,25,1995,13,13,1169,13.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.9,2.1,0.09,0.07,0.16,0.09,0.16,Matches,15,4,26.7,1.15,0.31,0.00,0.00,12.8,0,0.07,-1.1,-1.1,471,623,75.6,10735,4243,122,150,81.3,249,286,87.1,93,167,55.7,-0.9,4,40,2,1,34,605,18,1,74,17,4,0,0,0,0,387,72,164,86,467,48,3,0,1,22,13,15,9,0.69,7,0,0,0,0,0,0.00,0,0,0,0,0,0,20,12,18,2,0,13,81.3,3,55,33.5,100,55,9,0,17,51,55,0,777,108,21,66.7,4,0,455,1,13,4,489,466,95.3,5,75,19.6,82,5,1,25,2,1.38,13,11,+2,+0.30,+0.63,11.8,10.7,+1.1,+0.17,+0.10,1,11,0,0,1,129,45,33,57.7,Bundesliga,20,2021-2022
Marvin Friedrich,de GER,DF,Union Berlin,25,1995,13,13,1169,13.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.9,2.1,0.09,0.07,0.16,0.09,0.16,Matches,15,4,26.7,1.15,0.31,0.00,0.00,12.8,0,0.07,-1.1,-1.1,471,623,75.6,10735,4243,122,150,81.3,249,286,87.1,93,167,55.7,-0.9,4,40,2,1,34,605,18,1,74,17,4,0,0,0,0,387,72,164,86,467,48,3,0,1,22,13,15,9,0.69,7,0,0,0,0,0,0.00,0,0,0,0,0,0,20,12,18,2,0,13,81.3,3,55,33.5,100,55,9,0,17,51,55,0,777,108,21,66.7,4,0,455,1,13,4,489,466,95.3,5,75,19.6,82,5,1,25,2,1.38,13,11,+2,+0.30,+0.63,11.8,10.7,+1.1,+0.17,+0.10,0,6,0,1,0,59,25,13,65.8,Bundesliga,20,2021-2022
Marvin Friedrich,de GER,DF,M'Gladbach,25,1995,8,7,600,6.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.05,0.00,0.05,0.05,0.05,Matches,5,1,20.0,0.75,0.15,0.00,0.00,14.0,0,0.06,-0.3,-0.3,419,471,89.0,9097,2787,114,124,91.9,238,244,97.5,66,96,68.8,0.0,0,12,2,0,16,460,11,0,66,10,0,0,0,0,0,379,27,65,57,385,13,2,0,1,6,6,7,1,0.15,1,0,0,0,0,0,0.00,0,0,0,0,0,0,18,11,14,4,0,5,71.4,2,19,37.3,32,16,3,0,6,28,27,0,538,59,9,0.0,0,0,367,0,3,0,403,395,98.0,3,90,38.2,90,12,0,,1,1.77,20,15,+5,+0.38,+0.34,19.5,16.0,+3.5,+0.27,+0.01,1,11,0,0,1,129,45,33,57.7,Bundesliga,20,2021-2022
Marvin Friedrich,de GER,DF,M'Gladbach,25,1995,8,7,600,6.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.05,0.00,0.05,0.05,0.05,Matches,5,1,20.0,0.75,0.15,0.00,0.00,14.0,0,0.06,-0.3,-0.3,419,471,89.0,9097,2787,114,124,91.9,238,244,97.5,66,96,68.8,0.0,0,12,2,0,16,460,11,0,66,10,0,0,0,0,0,379,27,65,57,385,13,2,0,1,6,6,7,1,0.15,1,0,0,0,0,0,0.00,0,0,0,0,0,0,18,11,14,4,0,5,71.4,2,19,37.3,32,16,3,0,6,28,27,0,538,59,9,0.0,0,0,367,0,3,0,403,395,98.0,3,90,38.2,90,12,0,,1,1.77,20,15,+5,+0.38,+0.34,19.5,16.0,+3.5,+0.27,+0.01,0,6,0,1,0,59,25,13,65.8,Bundesliga,20,2021-2022
Marvin Friedrich,de GER,DF,M'Gladbach,25,1995,8,7,600,6.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.05,0.00,0.05,0.05,0.05,Matches,5,1,20.0,0.75,0.15,0.00,0.00,14.0,0,0.06,-0.3,-0.3,419,471,89.0,9097,2787,114,124,91.9,238,244,97.5,66,96,68.8,0.0,0,12,2,0,16,460,11,0,66,10,0,0,0,0,0,379,27,65,57,385,13,2,0,1,6,6,7,1,0.15,1,0,0,0,0,0,0.00,0,0,0,0,0,0,18,11,14,4,0,5,71.4,2,19,37.3,32,16,3,0,6,28,27,0,538,59,9,0.0,0,0,367,0,3,0,403,395,98.0,3,75,19.6,82,5,1,25,2,1.38,13,11,+2,+0.30,+0.63,11.8,10.7,+1.1,+0.17,+0.10,1,11,0,0,1,129,45,33,57.7,Bundesliga,20,2021-2022
Marvin Friedrich,de GER,DF,M'Gladbach,25,1995,8,7,600,6.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.05,0.00,0.05,0.05,0.05,Matches,5,1,20.0,0.75,0.15,0.00,0.00,14.0,0,0.06,-0.3,-0.3,419,471,89.0,9097,2787,114,124,91.9,238,244,97.5,66,96,68.8,0.0,0,12,2,0,16,460,11,0,66,10,0,0,0,0,0,379,27,65,57,385,13,2,0,1,6,6,7,1,0.15,1,0,0,0,0,0,0.00,0,0,0,0,0,0,18,11,14,4,0,5,71.4,2,19,37.3,32,16,3,0,6,28,27,0,538,59,9,0.0,0,0,367,0,3,0,403,395,98.0,3,75,19.6,82,5,1,25,2,1.38,13,11,+2,+0.30,+0.63,11.8,10.7,+1.1,+0.17,+0.10,0,6,0,1,0,59,25,13,65.8,Bundesliga,20,2021-2022
Jeremie Frimpong,nl NED,DF,Leverkusen,20,2000,25,25,2052,22.8,1,6,1,0,0,6,0,0.04,0.26,0.31,0.04,0.31,0.6,0.6,4.1,4.7,0.03,0.18,0.21,0.03,0.21,Matches,11,4,36.4,0.48,0.18,0.09,0.25,18.9,0,0.05,+0.4,+0.4,986,1209,81.6,16037,4909,499,553,90.2,402,473,85.0,69,129,53.5,+1.9,27,37,25,10,62,972,237,0,158,8,52,0,0,0,0,771,273,165,119,829,22,217,1,4,12,30,44,49,2.15,40,0,6,2,0,10,0.44,9,0,0,0,1,0,34,21,24,10,0,11,61.1,7,80,27.0,140,108,48,0,43,73,36,0,1491,79,61,57.1,48,3,1002,29,27,33,991,908,91.6,53,82,67.1,82,15,0,,1,1.76,58,35,+23,+1.01,+0.12,40.2,29.9,+10.4,+0.46,-0.42,0,19,0,1,1,167,23,27,46.0,Bundesliga,20,2021-2022
Christian FrÃ¼chtl,de GER,GK,Bayern Munich,21,2000,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,3,3,100.0,67,42,1,1,100.0,1,1,100.0,1,1,100.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,3,2,0,,0,0,1,0,0,0,1,1,100.0,0,10,0.3,,0,1,10,16,1.00,0,0,0,0.00,-1.77,0.7,0.3,+0.5,+4.05,+2.56,0,0,0,0,0,1,0,0,,Bundesliga,20,2021-2022
Chris FÃ¼hrich,de GER,"MF,FW",Stuttgart,23,1998,25,21,1714,19.0,3,2,3,0,0,3,0,0.16,0.11,0.26,0.16,0.26,3.5,3.5,3.6,7.1,0.18,0.19,0.37,0.18,0.37,Matches,30,12,40.0,1.58,0.63,0.10,0.25,19.2,0,0.12,-0.5,-0.5,554,698,79.4,9171,2907,285,328,86.9,197,237,83.1,51,95,53.7,-1.6,34,46,33,8,58,620,78,3,142,19,35,22,4,16,0,488,90,120,71,571,23,24,2,2,8,20,18,61,3.20,38,13,6,2,0,4,0.21,1,2,0,1,0,0,33,23,11,14,8,17,37.0,29,106,28.8,78,169,121,0,29,53,8,0,915,17,44,65.5,40,6,667,9,38,35,773,606,78.4,96,69,56.0,76,5,4,30,0,1.00,21,27,-6,-0.32,+0.49,25.0,28.7,-3.7,-0.20,-0.03,0,11,0,0,0,127,10,18,35.7,Bundesliga,20,2021-2022
Marius Funk,de GER,GK,Greuther FÃ¼rth,25,1996,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,226,362,62.4,7790,4697,34,34,100.0,89,92,96.7,102,233,43.8,-0.1,3,10,0,0,0,266,96,0,18,6,0,0,0,0,0,155,12,195,44,275,0,0,28,3,20,3,2,3,0.37,2,1,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,2,0,0,0,0,0,0,1,389,336,0,,0,0,202,0,0,0,206,205,99.5,0,90,23.5,90,8,0,,10,0.00,8,30,-22,-2.75,-1.52,9.3,17.6,-8.4,-1.05,-0.23,0,1,0,1,0,37,0,0,,Bundesliga,20,2021-2022
Stephan FÃ¼rstner,de GER,MF,Mainz 05,33,1987,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,1,5,20.0,12,11,1,1,100.0,0,1,0.0,0,3,0.0,0.0,0,0,0,0,1,5,0,0,1,1,0,0,0,0,0,3,1,1,2,3,0,0,0,0,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,2,1,0,0,0,0,1,0,6,0,0,,0,0,2,0,0,0,3,3,100.0,0,5,0.2,,0,1,5,0,3.00,0,0,0,0.00,-0.15,0.0,0.0,0.0,-0.59,-0.74,0,0,0,0,0,2,0,0,,Bundesliga,20,2021-2022
Mijat GaÄinoviÄ,rs SRB,"FW,DF",Hoffenheim,26,1995,4,1,110,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.21,0.00,0.21,0.21,0.21,Matches,1,0,0.0,0.82,0.00,0.00,,11.2,0,0.26,-0.3,-0.3,39,46,84.8,660,252,17,18,94.4,20,23,87.0,2,5,40.0,0.0,0,2,0,0,5,39,7,0,6,1,0,0,0,0,0,28,12,6,9,28,1,7,0,0,0,1,0,3,2.45,2,1,0,0,0,0,0.00,0,0,0,0,0,0,3,2,1,1,1,3,75.0,1,5,26.3,7,7,5,0,1,5,4,0,65,2,1,100.0,4,1,36,0,2,4,53,39,73.6,4,28,3.6,45,0,3,22,9,1.00,4,2,+2,+1.64,+1.76,3.6,2.8,+0.8,+0.64,+0.59,0,4,0,0,0,7,4,1,80.0,Bundesliga,20,2021-2022
Cristian Gamboa,cr CRC,DF,Bochum,31,1989,23,20,1722,19.1,1,0,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,0.1,0.1,1.1,1.1,0.00,0.06,0.06,0.00,0.06,Matches,5,1,20.0,0.26,0.05,0.20,1.00,30.4,0,0.02,+0.9,+0.9,692,959,72.2,15584,7332,201,228,88.2,321,409,78.5,163,302,54.0,-1.1,12,75,17,10,77,755,204,2,112,21,27,0,0,0,0,424,152,383,45,644,56,190,8,7,17,34,17,29,1.52,19,5,2,2,1,4,0.21,3,1,0,0,0,0,63,45,41,20,2,27,42.9,36,105,32.1,193,110,24,0,25,123,42,0,1172,92,5,76.5,14,2,624,2,10,14,621,578,93.1,8,75,56.3,84,13,3,17,4,1.52,25,25,0,0.00,+0.94,23.7,31.3,-7.6,-0.40,+0.15,0,22,0,0,0,162,26,17,60.5,Bundesliga,20,2021-2022
SilvÃ¨re Ganvoula M'Boussy,cg CGO,FW,Bochum,25,1996,9,0,153,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.0,1.3,0.75,0.00,0.75,0.75,0.75,Matches,5,2,40.0,2.94,1.18,0.00,0.00,10.6,0,0.26,-1.3,-1.3,34,60,56.7,612,99,16,22,72.7,14,26,53.8,3,5,60.0,0.0,0,2,0,0,3,54,6,1,28,0,0,0,0,0,0,24,14,22,3,30,7,0,0,0,1,3,4,1,0.59,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,6,18.8,0,18,14,0,0,0,2,0,79,2,11,66.7,2,0,37,2,6,5,102,63,61.8,10,17,5.0,,0,9,17,3,0.78,2,7,-5,-2.94,-2.66,2.8,5.3,-2.5,-1.50,-1.08,0,2,0,0,0,8,20,6,76.9,Bundesliga,20,2021-2022
Linus Gechter,de GER,DF,Hertha BSC,17,2004,13,6,716,8.0,1,0,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,0.6,0.6,0.3,0.9,0.07,0.04,0.11,0.07,0.11,Matches,5,1,20.0,0.63,0.13,0.20,1.00,8.1,0,0.12,+0.4,+0.4,302,379,79.7,6412,2076,98,106,92.5,148,162,91.4,52,101,51.5,-0.3,3,15,2,1,18,369,10,0,47,14,2,0,0,0,0,264,28,87,56,298,16,2,0,3,7,3,8,7,0.88,5,0,0,0,1,1,0.13,0,0,0,0,0,1,14,6,12,2,0,10,52.6,9,18,24.0,57,14,4,3,13,32,28,0,465,75,6,0.0,0,0,280,0,1,1,302,293,97.0,0,55,23.4,86,5,7,28,6,1.23,7,23,-16,-2.01,-1.32,9.0,18.3,-9.4,-1.18,-0.72,0,6,0,1,0,68,12,14,46.2,Bundesliga,20,2021-2022
Dennis Geiger,de GER,MF,Hoffenheim,23,1998,20,17,1377,15.3,2,2,2,0,0,6,0,0.13,0.13,0.26,0.13,0.26,0.9,0.9,2.1,3.0,0.06,0.14,0.20,0.06,0.20,Matches,15,2,13.3,0.98,0.13,0.13,1.00,18.9,0,0.06,+1.1,+1.1,649,784,82.8,13089,3452,255,287,88.9,280,312,89.7,108,166,65.1,-0.1,22,56,21,2,66,700,84,2,146,46,12,46,27,4,0,576,71,137,62,690,23,1,6,6,12,22,14,43,2.81,24,12,0,2,1,3,0.20,1,1,0,1,0,0,37,23,14,18,5,16,59.3,11,99,35.1,69,161,52,0,20,65,5,1,923,38,14,57.1,4,1,549,2,8,16,649,587,90.4,18,69,45.0,78,5,3,19,2,1.45,25,22,+3,+0.20,+0.46,27.4,20.7,+6.7,+0.44,+0.67,0,48,0,1,0,147,3,14,17.6,Bundesliga,20,2021-2022
Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,27,1994,27,17,1574,17.5,1,3,1,0,0,2,0,0.06,0.17,0.23,0.06,0.23,1.8,1.8,1.8,3.6,0.10,0.10,0.20,0.10,0.20,Matches,14,3,21.4,0.80,0.17,0.07,0.33,15.6,0,0.13,-0.8,-0.8,616,816,75.5,11038,3638,252,317,79.5,271,339,79.9,75,114,65.8,+1.2,12,52,22,4,79,752,64,2,142,13,27,3,3,0,0,532,129,155,549,138,54,48,4,2,17,39,29,33,1.89,28,0,0,2,0,7,0.40,6,0,0,1,0,0,48,30,22,20,6,17,44.7,21,118,33.5,134,159,59,0,37,79,23,0,1033,44,39,68.2,17,4,616,3,24,22,741,630,85.0,71,58,51.4,80,8,10,21,6,1.44,26,28,-2,-0.11,+0.43,25.4,25.0,+0.4,+0.02,+0.11,0,18,0,0,0,181,27,32,45.8,Bundesliga,20,2021-2022
Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,30,1990,10,7,498,5.5,2,2,2,0,0,2,0,0.36,0.36,0.72,0.36,0.72,1.5,1.5,1.1,2.6,0.28,0.19,0.47,0.28,0.47,Matches,12,4,33.3,2.17,0.72,0.17,0.50,11.3,0,0.13,+0.5,+0.5,73,109,67.0,974,79,45,65,69.2,20,26,76.9,4,6,66.7,+0.9,8,1,2,0,3,96,13,0,31,0,3,0,0,0,0,68,32,9,37,56,5,0,6,0,1,8,8,10,1.81,9,0,0,0,0,3,0.54,3,0,0,0,0,0,7,5,2,3,2,0,,0,33,31.7,10,44,50,0,3,7,4,0,174,6,23,0.0,1,0,99,2,22,7,228,123,53.9,39,50,16.3,65,2,3,15,4,0.70,10,12,-2,-0.36,+0.20,8.3,7.9,+0.3,+0.06,+0.29,0,15,0,0,0,21,15,17,46.9,Bundesliga,20,2021-2022
Niko GieÃelmann,de GER,DF,Union Berlin,29,1991,28,25,2083,23.1,3,6,3,0,0,3,0,0.13,0.26,0.39,0.13,0.39,3.2,3.2,1.5,4.7,0.14,0.07,0.20,0.14,0.20,Matches,27,12,44.4,1.17,0.52,0.11,0.25,15.3,0,0.12,-0.2,-0.2,789,1135,69.5,15947,6588,291,351,82.9,370,493,75.1,119,253,47.0,+4.5,28,55,22,13,99,818,317,0,113,39,68,36,14,16,1,540,250,345,720,105,40,254,1,4,26,53,41,53,2.29,28,19,2,1,0,8,0.35,4,2,0,2,0,0,31,10,12,15,4,12,38.7,19,90,31.0,108,121,61,0,40,53,40,2,1364,58,36,30.0,6,3,668,2,22,12,839,739,88.1,35,74,68.1,83,14,3,3,3,1.71,32,26,+6,+0.26,+0.26,32.5,26.7,+5.8,+0.25,-0.03,0,25,0,0,0,143,33,30,52.4,Bundesliga,20,2021-2022
RafaÅ Gikiewicz,pl POL,GK,Augsburg,33,1987,34,34,3060,34.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,817,1240,65.9,27326,17371,117,118,99.2,322,330,97.6,374,787,47.5,-0.1,2,20,0,0,0,835,405,0,81,29,0,0,0,0,0,518,58,664,158,871,2,1,141,5,35,10,7,7,0.21,4,3,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,2,15.4,12,0,1,0,0,0,0,4,1355,1142,0,,0,0,621,0,1,0,566,564,99.6,0,90,100.0,90,34,0,,0,1.12,39,56,-17,-0.50,,38.1,58.3,-20.1,-0.59,,0,0,0,0,0,188,0,0,,Bundesliga,20,2021-2022
Daniel Ginczek,de GER,"MF,FW",Wolfsburg,30,1991,2,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.73,0.00,0.73,0.73,0.73,Matches,1,1,100.0,6.92,6.92,0.00,0.00,17.0,0,0.11,-0.1,-0.1,1,4,25.0,15,0,1,1,100.0,0,2,0.0,0,0,,0.0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,28.6,1,2,4,0,0,0,0,0,6,0,1,,0,0,2,0,1,0,5,3,60.0,2,7,0.4,,0,2,7,12,1.50,0,1,-1,-6.92,-6.63,0.3,1.4,-1.1,-7.58,-7.58,0,0,0,0,0,3,1,0,100.0,Bundesliga,20,2021-2022
Matthias Ginter,de GER,DF,M'Gladbach,27,1994,28,27,2355,26.2,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,2.1,2.1,1.6,3.6,0.08,0.06,0.14,0.08,0.14,Matches,31,14,45.2,1.18,0.54,0.03,0.07,13.4,1,0.07,-1.1,-1.1,1475,1752,84.2,29977,10666,491,534,91.9,780,867,90.0,193,321,60.1,-1.6,15,90,19,5,147,1682,70,0,182,52,13,0,0,0,0,1280,134,338,234,1367,75,17,10,11,21,42,25,43,1.64,33,2,0,2,1,3,0.11,2,0,0,1,0,0,45,32,28,15,2,27,64.3,15,88,38.1,122,83,26,1,24,91,101,1,2027,178,39,53.8,7,2,1323,1,10,8,1486,1455,97.9,21,84,77.0,87,24,1,10,3,1.43,39,49,-10,-0.38,-0.77,44.0,40.4,+3.6,+0.14,+0.21,0,10,0,0,0,242,90,49,64.7,Bundesliga,20,2021-2022
Serge Gnabry,de GER,"FW,DF",Bayern Munich,26,1995,34,25,2185,24.3,14,5,14,0,0,0,0,0.58,0.21,0.78,0.58,0.78,8.3,8.3,6.7,15.0,0.34,0.28,0.62,0.34,0.62,Matches,68,26,38.2,2.80,1.07,0.21,0.54,16.1,0,0.12,+5.7,+5.7,1070,1354,79.0,16999,4772,577,680,84.9,405,496,81.7,71,128,55.5,-1.7,48,60,68,15,128,1269,85,5,200,25,77,20,7,10,0,1013,177,164,296,958,35,53,7,5,14,97,36,106,4.37,83,2,8,3,4,16,0.66,12,0,2,1,1,0,50,34,15,21,14,21,40.4,31,147,36.7,84,164,153,0,30,76,2,0,1660,14,159,64.4,69,2,1271,40,64,34,1560,1277,81.9,207,64,71.4,78,10,9,26,0,2.26,68,29,+39,+1.61,-0.55,62.0,28.6,+33.4,+1.38,-0.43,0,13,0,0,0,177,6,34,15.0,Bundesliga,20,2021-2022
Leon Goretzka,de GER,MF,Bayern Munich,26,1995,19,19,1396,15.5,3,3,3,0,0,0,0,0.19,0.19,0.39,0.19,0.39,4.9,4.9,2.6,7.5,0.31,0.17,0.48,0.31,0.48,Matches,46,12,26.1,2.97,0.77,0.07,0.25,17.0,0,0.11,-1.9,-1.9,742,892,83.2,13062,3603,332,383,86.7,314,356,88.2,73,105,69.5,+0.4,27,67,27,2,91,875,17,2,162,14,4,1,0,0,0,656,117,119,55,758,36,6,14,3,14,24,27,60,3.87,51,1,0,2,2,7,0.45,7,0,0,0,0,0,26,19,11,10,5,12,48.0,13,76,37.4,54,116,33,0,16,59,16,2,1067,34,62,56.3,10,0,687,2,22,17,866,772,89.1,89,73,45.6,73,8,0,,1,2.21,43,17,+26,+1.68,-0.16,38.8,16.2,+22.6,+1.46,-0.08,0,14,0,0,0,164,34,24,58.6,Bundesliga,20,2021-2022
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,30,1991,29,29,2576,28.6,2,0,1,1,1,9,0,0.07,0.00,0.07,0.03,0.03,1.8,1.1,1.2,2.3,0.06,0.04,0.11,0.04,0.08,Matches,11,4,36.4,0.38,0.14,0.09,0.25,21.2,1,0.10,+0.2,-0.1,868,1182,73.4,21279,8567,207,250,82.8,422,497,84.9,232,412,56.3,-1.2,8,85,17,2,76,1119,63,2,153,50,8,0,0,0,0,673,118,391,92,975,69,3,4,13,33,41,16,24,0.84,20,2,0,0,1,1,0.03,1,0,0,0,0,0,58,40,37,20,1,16,50.0,16,111,37.5,188,96,12,0,33,134,146,0,1530,242,29,63.2,14,2,814,0,7,11,812,785,96.7,10,89,84.2,89,27,0,,0,1.21,34,44,-10,-0.35,+0.95,30.6,48.0,-17.4,-0.61,-0.09,0,36,0,2,0,307,59,48,55.1,Bundesliga,20,2021-2022
Jens Grahl,de GER,GK,Eint Frankfurt,32,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,25,30,83.3,687,342,4,4,100.0,13,14,92.9,8,12,66.7,0.0,0,0,0,0,0,19,11,0,0,0,0,0,0,0,0,24,0,6,1,24,0,0,5,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,1,0,0,0,0,0,0,0,32,32,0,,0,0,13,0,0,0,14,14,100.0,0,90,2.9,90,1,0,,14,0.00,0,2,-2,-2.00,-1.94,0.5,1.2,-0.7,-0.73,-0.53,0,0,0,0,0,3,0,0,,Bundesliga,20,2021-2022
Julian Green,us USA,MF,Greuther FÃ¼rth,26,1995,24,12,1054,11.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,1.1,0.06,0.04,0.09,0.06,0.09,Matches,18,5,27.8,1.54,0.43,0.00,0.00,25.9,1,0.04,-0.6,-0.6,325,430,75.6,5695,1437,157,178,88.2,129,144,89.6,31,90,34.4,-0.5,9,22,9,2,30,357,73,0,77,19,21,29,17,11,0,293,33,104,59,347,15,4,0,1,5,12,9,21,1.79,10,6,1,3,1,0,0.00,0,0,0,0,0,0,13,9,0,11,2,5,38.5,8,48,31.6,30,80,42,0,10,28,13,0,570,10,10,47.1,8,0,353,2,16,12,429,347,80.9,43,44,34.4,71,2,12,17,9,0.38,4,34,-30,-2.56,-1.48,8.7,20.1,-11.4,-0.97,-0.15,0,16,0,0,0,88,6,22,21.4,Bundesliga,20,2021-2022
Michael Gregoritsch,at AUT,"FW,MF",Augsburg,27,1994,25,15,1392,15.5,9,0,8,1,1,3,0,0.58,0.00,0.58,0.52,0.52,5.3,4.6,1.1,5.7,0.35,0.07,0.42,0.30,0.37,Matches,41,16,39.0,2.65,1.03,0.20,0.50,15.8,4,0.11,+3.7,+3.4,255,419,60.9,4130,1110,132,188,70.2,93,161,57.8,20,44,45.5,-1.1,7,32,7,3,33,389,30,1,142,4,12,0,0,0,0,211,107,101,192,92,49,7,5,1,10,30,12,14,0.91,11,0,0,1,0,1,0.06,0,0,0,1,0,0,16,9,3,8,5,3,17.6,14,88,26.0,17,174,148,0,17,27,25,0,613,28,72,28.0,10,3,266,2,34,20,646,401,62.1,80,56,45.5,77,6,10,24,6,0.84,18,29,-11,-0.71,-0.39,17.8,28.4,-10.7,-0.69,-0.18,0,18,0,0,0,96,95,53,64.2,Bundesliga,20,2021-2022
Sebastian Griesbeck,de GER,MF,Union Berlin,30,1990,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,1,1,100.0,18,16,0,0,,1,1,100.0,0,0,,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,1,100.0,0,1,20.0,0,5,0,0,0,1,0,0,2,0,0,,0,0,0,0,0,0,0,0,,0,9,0.3,,0,1,9,2,3.00,0,1,-1,-10.00,-10.21,0.0,1.1,-1.1,-10.59,-10.88,0,0,0,0,0,1,0,0,,Bundesliga,20,2021-2022
